Epoch: 1	Perplexity: 197.23078661865435
Epoch: 2	Perplexity: 89.29640158986862
Epoch: 3	Perplexity: 79.0961252846345
Epoch: 4	Perplexity: 61.49454301630705
Epoch: 5	Perplexity: 55.61571259876214
Epoch: 6	Perplexity: 57.19779622088102
Epoch: 7	Perplexity: 48.18384317816512
Epoch: 8	Perplexity: 47.3532940560851
Epoch: 9	Perplexity: 46.59015853525824
Epoch: 10	Perplexity: 46.08937172314677

