Epoch: 1	Perplexity: 170.8682062527902
Epoch: 2	Perplexity: 93.80303833774254
Epoch: 3	Perplexity: 72.25132421343343
Epoch: 4	Perplexity: 66.5859282465729
Epoch: 5	Perplexity: 64.08940732659377
Epoch: 6	Perplexity: 58.76933276016645
Epoch: 7	Perplexity: 55.41801046797176
Epoch: 8	Perplexity: 54.24863678411966
Epoch: 9	Perplexity: 55.96170292270192
Epoch: 10	Perplexity: 50.95452139302125

