Epoch: 1	Perplexity: 192.9604142681358
Epoch: 2	Perplexity: 83.63075616504801
Epoch: 3	Perplexity: 67.07613440608282
Epoch: 4	Perplexity: 59.41037856880453
Epoch: 5	Perplexity: 59.10817665590357
Epoch: 6	Perplexity: 51.655220989732314
Epoch: 7	Perplexity: 48.27633964127009
Epoch: 8	Perplexity: 49.459671081240984
Epoch: 9	Perplexity: 44.43712351771251
Epoch: 10	Perplexity: 44.29286462898928

