Epoch: 1	Perplexity: 161.38914207672033
Epoch: 2	Perplexity: 139.72973731785223
Epoch: 3	Perplexity: 120.01147585555701
Epoch: 4	Perplexity: 109.08186296406569
Epoch: 5	Perplexity: 106.06074029375546
Epoch: 6	Perplexity: 102.22327658096593
Epoch: 7	Perplexity: 101.41639803305739
Epoch: 8	Perplexity: 99.44723631626248
Epoch: 9	Perplexity: 98.15137355408055
Epoch: 10	Perplexity: 98.19929141211662

